iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -9434.41 0.00104107 0 0 0.674137 0 0 1 0 0 0.830589 0 0 1 0 0 1 0 0 2.59978 0 0 0 0
40 -7101.93 0.000142098 40 18 0.184859 40 18 1 0 0 1.75326 40 15 1 0 0 1 0 0 1.01539 40 6 69240 51720
80 -7082.94 0.000693631 40 23 0.144163 40 9 1 0 0 1.8487 40 10 1 0 0 1 0 0 1.32008 40 14 69240 51717
120 -7078.05 0.000189183 40 23 0.170756 40 13 1 0 0 1.96245 40 10 1 0 0 1 0 0 1.10841 40 11 69240 51473
160 -7094.89 3.25275e-05 40 27 0.167242 40 7 1 0 0 1.75397 40 7 1 0 0 1 0 0 1.21085 40 13 69240 51391
200 -7044.74 0.00020994 40 25 0.157383 40 10 1 0 0 1.60959 40 11 1 0 0 1 0 0 1.35784 40 11 69240 51326
240 -7061.4 1.76506e-05 40 29 0.167199 40 7 1 0 0 1.76299 40 9 1 0 0 1 0 0 1.3499 40 9 69240 51332
280 -7053.8 5.11486e-05 40 32 0.162405 40 13 1 0 0 1.69132 40 9 1 0 0 1 0 0 1.2804 40 5 69240 51240
320 -7067.56 9.9005e-05 40 24 0.167678 40 7 1 0 0 1.76314 40 11 1 0 0 1 0 0 1.15011 40 10 69240 51385
360 -7102.37 0.00013337 40 26 0.155894 40 8 1 0 0 2.08081 40 9 1 0 0 1 0 0 1.24914 40 9 69240 51354
400 -7003.46 0.00033678 40 21 0.159613 40 5 1 0 0 1.63709 40 6 1 0 0 1 0 0 1.24203 40 10 69240 51125
440 -7029.88 0.000211495 40 28 0.164472 40 11 1 0 0 1.80057 40 11 1 0 0 1 0 0 1.23397 40 7 69240 51663
480 -7026.8 0.000320539 40 19 0.172293 40 7 1 0 0 1.70293 40 10 1 0 0 1 0 0 1.15385 40 6 69240 51631
520 -7063.45 1.16532e-05 40 25 0.138929 40 9 1 0 0 2.02722 40 9 1 0 0 1 0 0 1.29871 40 9 69240 51320
560 -7058.99 0.00016043 40 28 0.150967 40 10 1 0 0 2.00098 40 8 1 0 0 1 0 0 1.21915 40 5 69240 51485
