iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -24166.2 0.00154281 0 0 2.42281 0 0 1 0 0 0.95603 0 0 1 0 0 1 0 0 3.75881 0 0 0 0
40 -6815.77 0.00202944 40 16 0.33134 40 15 1 0 0 0.617657 40 19 1 0 0 1 0 0 1.02914 40 19 139200 108304
80 -6730.36 0.00145266 40 11 0.182579 40 8 1 0 0 1.89673 40 13 1 0 0 1 0 0 0.949997 40 13 139200 111939
120 -6692.79 0.000997066 40 11 0.177117 40 10 1 0 0 1.79583 40 9 1 0 0 1 0 0 1.12827 40 8 139200 112056
160 -6678.3 0.00102838 40 15 0.169338 40 9 1 0 0 1.88988 40 18 1 0 0 1 0 0 1.16216 40 6 139200 111839
200 -6715.42 0.000779733 40 11 0.162019 40 5 1 0 0 1.5916 40 11 1 0 0 1 0 0 1.25648 40 9 139200 112073
240 -6654.74 0.00111733 40 6 0.137853 40 13 1 0 0 2.02076 40 11 1 0 0 1 0 0 1.35903 40 11 139200 112182
280 -6669.65 0.00133903 40 9 0.145015 40 7 1 0 0 1.86963 40 9 1 0 0 1 0 0 1.2828 40 7 139200 112007
320 -6707.44 0.00106434 40 8 0.153411 40 4 1 0 0 1.939 40 8 1 0 0 1 0 0 1.27859 40 8 139200 112111
360 -6669.7 0.000967382 40 12 0.14979 40 5 1 0 0 2.19299 40 13 1 0 0 1 0 0 1.18655 40 7 139200 112045
400 -6654.38 0.000953047 40 15 0.147484 40 6 1 0 0 2.25262 40 11 1 0 0 1 0 0 1.17464 40 10 139200 111635
440 -6694.34 0.00109934 40 12 0.128817 40 6 1 0 0 2.07058 40 9 1 0 0 1 0 0 1.4116 40 11 139200 112056
480 -6724.73 0.00135313 40 11 0.140985 40 6 1 0 0 1.97762 40 15 1 0 0 1 0 0 1.33781 40 11 139200 112353
520 -6721.62 0.001954 40 9 0.135138 40 12 1 0 0 1.99958 40 8 1 0 0 1 0 0 1.28038 40 9 139200 112492
560 -6710.16 0.00145356 40 11 0.15241 40 5 1 0 0 1.83739 40 12 1 0 0 1 0 0 1.2993 40 9 139200 112259
600 -6718.09 0.00126438 40 7 0.133493 40 6 1 0 0 2.11477 40 10 1 0 0 1 0 0 1.30834 40 7 139200 111975
640 -6697.31 0.00128507 40 7 0.147889 40 11 1 0 0 2.2175 40 10 1 0 0 1 0 0 1.10444 40 6 139200 111948
680 -6683.54 0.000946558 40 10 0.155347 40 9 1 0 0 2.05308 40 12 1 0 0 1 0 0 1.15622 40 12 139200 111834
720 -6682.15 0.00141595 40 7 0.144523 40 13 1 0 0 2.13 40 16 1 0 0 1 0 0 1.25066 40 13 139200 112178
760 -6686.93 0.00150553 40 14 0.152109 40 8 1 0 0 1.82275 40 10 1 0 0 1 0 0 1.19829 40 14 139200 112028
800 -6684.3 0.00116456 40 8 0.14383 40 9 1 0 0 2.11921 40 7 1 0 0 1 0 0 1.22924 40 7 139200 112128
840 -6692.85 0.00100895 40 14 0.18445 40 10 1 0 0 1.85088 40 11 1 0 0 1 0 0 1.00671 40 13 139200 112110
880 -6669.3 0.00130371 40 8 0.164933 40 8 1 0 0 1.99255 40 12 1 0 0 1 0 0 1.06062 40 9 139200 111636
920 -6697.35 0.00120146 40 13 0.147856 40 8 1 0 0 2.11151 40 9 1 0 0 1 0 0 1.31239 40 11 139200 112151
960 -6656.95 0.00139796 40 13 0.143351 40 14 1 0 0 1.99551 40 8 1 0 0 1 0 0 1.2224 40 9 139200 111753
1000 -6658.37 0.000938712 40 14 0.14828 40 16 1 0 0 2.28529 40 11 1 0 0 1 0 0 1.08778 40 9 139200 111896
1040 -6712.76 0.00094139 40 11 0.157748 40 6 1 0 0 2.12293 40 14 1 0 0 1 0 0 1.10049 40 10 139200 111887
1080 -6732.34 0.00135466 40 8 0.156496 40 7 1 0 0 1.83443 40 14 1 0 0 1 0 0 1.24983 40 17 139200 111964
1120 -6668.41 0.000929804 40 12 0.169846 40 12 1 0 0 2.1076 40 10 1 0 0 1 0 0 0.931821 40 7 139200 111862
1160 -6639.87 0.0012043 40 13 0.158686 40 15 1 0 0 1.86154 40 10 1 0 0 1 0 0 1.17571 40 12 139200 111667
1200 -6696.76 0.00134169 40 7 0.188925 40 12 1 0 0 1.7416 40 7 1 0 0 1 0 0 1.11655 40 8 139200 111942
1240 -6697.63 0.00150743 40 17 0.154348 40 9 1 0 0 2.02656 40 9 1 0 0 1 0 0 1.15065 40 4 139200 111863
1280 -6689.44 0.0017859 40 12 0.148554 40 8 1 0 0 1.86938 40 5 1 0 0 1 0 0 1.2896 40 10 139200 111886
1320 -6637.7 0.000969222 40 12 0.150247 40 11 1 0 0 1.95536 40 7 1 0 0 1 0 0 1.13401 40 8 139200 111971
1360 -6668.14 0.000426828 40 14 0.160301 40 13 1 0 0 2.09574 40 13 1 0 0 1 0 0 1.14705 40 10 139200 112005
1400 -6686.77 0.00149086 40 20 0.169568 40 8 1 0 0 1.89749 40 11 1 0 0 1 0 0 1.12677 40 13 139200 112100
1440 -6687.54 0.00141808 40 9 0.184629 40 7 1 0 0 1.54446 40 13 1 0 0 1 0 0 1.14293 40 8 139200 111785
1480 -6691.03 0.000760388 40 10 0.179299 40 8 1 0 0 1.58392 40 16 1 0 0 1 0 0 1.18697 40 15 139200 112125
1520 -6671.08 0.00122349 40 6 0.165181 40 5 1 0 0 1.93482 40 9 1 0 0 1 0 0 1.03097 40 8 139200 111773
1560 -6695.63 0.00130526 40 12 0.156769 40 8 1 0 0 2.26994 40 14 1 0 0 1 0 0 1.0292 40 9 139200 111995
1600 -6703.2 0.00119209 40 12 0.155016 40 13 1 0 0 2.14502 40 15 1 0 0 1 0 0 1.08123 40 6 139200 112058
1640 -6694.24 0.00133594 40 14 0.144402 40 12 1 0 0 2.15811 40 12 1 0 0 1 0 0 1.10624 40 8 139200 112059
1680 -6683.12 0.00158316 40 8 0.159926 40 14 1 0 0 1.97835 40 11 1 0 0 1 0 0 1.14791 40 12 139200 112089
1720 -6692.26 0.00157713 40 10 0.160587 40 9 1 0 0 1.76068 40 11 1 0 0 1 0 0 1.17359 40 9 139200 111935
1760 -6667.83 0.00106459 40 11 0.141307 40 10 1 0 0 2.01588 40 10 1 0 0 1 0 0 1.23218 40 7 139200 111882
1800 -6696.61 0.000934456 40 11 0.152034 40 12 1 0 0 1.9193 40 13 1 0 0 1 0 0 1.29669 40 10 139200 112072
1840 -6707.4 0.00104297 40 10 0.153725 40 8 1 0 0 2.21825 40 8 1 0 0 1 0 0 1.01879 40 14 139200 111840
1880 -6673.78 0.000965091 40 7 0.123183 40 8 1 0 0 2.18676 40 11 1 0 0 1 0 0 1.50235 40 14 139200 112007
