iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -25218.8 9.25254e-05 0 0 7.71496 0 0 1 0 0 1.06251 0 0 1 0 0 1 0 0 0.762878 0 0 0 0
40 -7391.32 0.000838148 40 24 0.712153 40 14 1 0 0 0.386625 40 20 1 0 0 1 0 0 0.49914 40 12 69960 46773
80 -7310.52 0.00056277 40 18 0.337333 40 10 1 0 0 0.546794 40 6 1 0 0 1 0 0 1.07791 40 11 69960 53142
120 -7313.83 0.000865388 40 19 0.317462 40 9 1 0 0 0.586285 40 9 1 0 0 1 0 0 1.1116 40 5 69960 53042
160 -7383.26 0.000523507 40 22 0.314951 40 7 1 0 0 0.651123 40 12 1 0 0 1 0 0 0.963295 40 2 69960 52942
200 -7418.61 0.000693823 40 18 0.330689 40 5 1 0 0 0.576635 40 11 1 0 0 1 0 0 1.09514 40 6 69960 52974
240 -7359.91 0.000652072 40 13 0.291704 40 7 1 0 0 0.618404 40 6 1 0 0 1 0 0 1.12053 40 5 69960 53133
280 -7410.47 0.000605128 40 19 0.30562 40 6 1 0 0 0.58416 40 9 1 0 0 1 0 0 1.08817 40 9 69960 53019
320 -7336.37 0.0005632 40 16 0.295029 40 10 1 0 0 0.561962 40 5 1 0 0 1 0 0 1.25992 40 15 69960 53073
360 -7322.26 0.00046256 40 16 0.301793 40 10 1 0 0 0.562177 40 17 1 0 0 1 0 0 1.12711 40 11 69960 53070
400 -7326.52 0.000479558 40 18 0.335238 40 8 1 0 0 0.604146 40 12 1 0 0 1 0 0 0.981921 40 12 69960 52942
440 -7382.17 0.000365985 40 17 0.29671 40 11 1 0 0 0.620719 40 10 1 0 0 1 0 0 1.23656 40 11 69960 52938
480 -7371.26 0.000271215 40 15 0.326532 40 9 1 0 0 0.600217 40 11 1 0 0 1 0 0 1.13356 40 6 69960 53070
520 -7350.58 0.000281928 40 20 0.3138 40 16 1 0 0 0.540671 40 11 1 0 0 1 0 0 1.11217 40 8 69960 52845
560 -7387.23 0.00106099 40 21 0.32823 40 9 1 0 0 0.657275 40 10 1 0 0 1 0 0 0.912782 40 5 69960 53091
600 -7389.12 0.000235784 40 23 0.309617 40 7 1 0 0 0.624859 40 8 1 0 0 1 0 0 1.10757 40 7 69960 53123
640 -7367.6 0.00030259 40 22 0.330525 40 9 1 0 0 0.562929 40 11 1 0 0 1 0 0 1.03823 40 10 69960 52460
680 -7346.8 0.0002602 40 19 0.314693 40 8 1 0 0 0.554028 40 10 1 0 0 1 0 0 1.08029 40 7 69960 53151
720 -7278.92 0.000672788 40 23 0.305708 40 11 1 0 0 0.566034 40 7 1 0 0 1 0 0 1.107 40 14 69960 53209
760 -7346.6 0.00052736 40 21 0.304726 40 11 1 0 0 0.55755 40 12 1 0 0 1 0 0 1.15114 40 6 69960 53045
800 -7366.03 0.000572301 40 16 0.342228 40 3 1 0 0 0.566299 40 9 1 0 0 1 0 0 0.979518 40 12 69960 53432
840 -7402.75 3.20014e-05 40 22 0.2978 40 11 1 0 0 0.63519 40 12 1 0 0 1 0 0 1.1985 40 15 69960 52694
880 -7339.02 0.000107222 40 30 0.33748 40 11 1 0 0 0.581739 40 9 1 0 0 1 0 0 0.996838 40 6 69960 52545
920 -7339.08 0.000104102 40 30 0.346167 40 12 1 0 0 0.518882 40 12 1 0 0 1 0 0 1.00734 40 8 69960 52825
960 -7348.94 0.000661199 40 18 0.308897 40 7 1 0 0 0.593772 40 7 1 0 0 1 0 0 0.966041 40 10 69960 53126
1000 -7363.7 0.000559201 40 15 0.34352 40 7 1 0 0 0.61713 40 8 1 0 0 1 0 0 1.02765 40 15 69960 53167
1040 -7413.54 0.000515457 40 18 0.314623 40 10 1 0 0 0.609856 40 7 1 0 0 1 0 0 1.09183 40 6 69960 52993
1080 -7323.66 0.000933101 40 15 0.300722 40 6 1 0 0 0.639538 40 5 1 0 0 1 0 0 1.03676 40 11 69960 53633
1120 -7312.92 0.00130809 40 19 0.329727 40 10 1 0 0 0.516186 40 6 1 0 0 1 0 0 1.113 40 12 69960 53425
1160 -7368.44 0.000707374 40 26 0.382368 40 11 1 0 0 0.550523 40 10 1 0 0 1 0 0 0.896596 40 12 69960 53019
1200 -7305.11 0.000577737 40 13 0.354527 40 9 1 0 0 0.518138 40 12 1 0 0 1 0 0 0.995692 40 14 69960 53283
1240 -7322.09 2.63332e-05 40 14 0.332332 40 9 1 0 0 0.579238 40 10 1 0 0 1 0 0 1.08563 40 9 69960 52947
1280 -7408.32 0.000354554 40 16 0.329394 40 9 1 0 0 0.554526 40 9 1 0 0 1 0 0 1.02478 40 12 69960 53023
1320 -7316.78 4.03683e-05 40 25 0.333106 40 16 1 0 0 0.64622 40 8 1 0 0 1 0 0 1.02959 40 12 69960 52968
1360 -7374.04 0.000524669 40 24 0.307969 40 8 1 0 0 0.67441 40 8 1 0 0 1 0 0 1.07567 40 9 69960 53179
1400 -7322.32 0.000519509 40 16 0.285363 40 4 1 0 0 0.569885 40 8 1 0 0 1 0 0 1.37261 40 14 69960 53057
1440 -7354.2 0.000552782 40 14 0.270762 40 7 1 0 0 0.602787 40 11 1 0 0 1 0 0 1.23697 40 9 69960 53336
1480 -7385.85 0.000654181 40 15 0.342839 40 10 1 0 0 0.531794 40 7 1 0 0 1 0 0 1.05501 40 9 69960 53145
1520 -7315.35 0.000376813 40 12 0.308307 40 9 1 0 0 0.664473 40 7 1 0 0 1 0 0 1.00733 40 6 69960 52930
1560 -7310.1 0.000217273 40 22 0.294392 40 7 1 0 0 0.608342 40 7 1 0 0 1 0 0 1.13776 40 10 69960 52718
1600 -7396.39 0.000223325 40 23 0.280067 40 10 1 0 0 0.665489 40 8 1 0 0 1 0 0 1.13059 40 7 69960 52915
1640 -7304.75 0.000319679 40 19 0.332886 40 4 1 0 0 0.594544 40 7 1 0 0 1 0 0 1.11187 40 10 69960 53074
1680 -7419.92 0.000861604 40 24 0.284164 40 12 1 0 0 0.560959 40 6 1 0 0 1 0 0 1.22078 40 11 69960 53108
1720 -7292.24 0.00103863 40 10 0.294758 40 10 1 0 0 0.54856 40 10 1 0 0 1 0 0 1.21302 40 9 69960 53485
1760 -7374.42 0.000185749 40 10 0.281907 40 7 1 0 0 0.633391 40 8 1 0 0 1 0 0 1.07401 40 3 69960 53119
1800 -7290.87 0.000396885 40 16 0.291269 40 9 1 0 0 0.59157 40 12 1 0 0 1 0 0 1.27048 40 7 69960 53210
1840 -7394.69 0.000264064 40 17 0.301779 40 5 1 0 0 0.734476 40 9 1 0 0 1 0 0 0.923616 40 6 69960 53067
1880 -7305.42 0.000213941 40 26 0.268179 40 10 1 0 0 0.705183 40 11 1 0 0 1 0 0 1.2827 40 14 69960 52768
1920 -7402.47 0.000454786 40 16 0.344425 40 6 1 0 0 0.54072 40 11 1 0 0 1 0 0 0.953165 40 11 69960 53221
1960 -7372.28 0.000979599 40 18 0.318954 40 13 1 0 0 0.530271 40 9 1 0 0 1 0 0 1.12116 40 11 69960 53116
2000 -7340.08 0.000863772 40 16 0.280839 40 5 1 0 0 0.589603 40 9 1 0 0 1 0 0 1.29115 40 10 69960 53143
2040 -7349.45 0.000724447 40 26 0.326747 40 7 1 0 0 0.565866 40 8 1 0 0 1 0 0 1.01467 40 13 69960 52555
2080 -7294.11 0.00015908 40 18 0.3561 40 8 1 0 0 0.529444 40 12 1 0 0 1 0 0 1.09745 40 7 69960 52777
2120 -7350.24 9.12873e-05 40 25 0.343906 40 11 1 0 0 0.565323 40 15 1 0 0 1 0 0 1.13917 40 12 69960 52788
2160 -7333.84 0.000407019 40 27 0.302909 40 7 1 0 0 0.640227 40 7 1 0 0 1 0 0 1.12962 40 7 69960 52749
2200 -7342.26 0.000195576 40 22 0.331834 40 9 1 0 0 0.585748 40 7 1 0 0 1 0 0 1.10269 40 2 69960 52716
2240 -7344.08 0.000367651 40 18 0.285105 40 8 1 0 0 0.569268 40 3 1 0 0 1 0 0 1.19575 40 10 69960 52961
2280 -7314.15 0.000394813 40 18 0.29933 40 6 1 0 0 0.595977 40 6 1 0 0 1 0 0 1.2546 40 6 69960 52861
2320 -7317.55 0.000300975 40 21 0.291432 40 7 1 0 0 0.608416 40 7 1 0 0 1 0 0 1.34023 40 3 69960 53116
2360 -7379.4 0.000148773 40 16 0.323134 40 7 1 0 0 0.635002 40 12 1 0 0 1 0 0 1.11194 40 10 69960 53050
2400 -7325.88 0.000100754 40 23 0.31452 40 12 1 0 0 0.631777 40 8 1 0 0 1 0 0 1.10883 40 13 69960 52801
2440 -7360.39 0.000137304 40 27 0.386148 40 8 1 0 0 0.56641 40 14 1 0 0 1 0 0 0.95175 40 8 69960 52736
2480 -7298.17 0.000303067 40 23 0.26123 40 12 1 0 0 0.629923 40 10 1 0 0 1 0 0 1.42074 40 9 69960 53075
2520 -7368.42 0.0002632 40 19 0.293772 40 9 1 0 0 0.567171 40 15 1 0 0 1 0 0 1.35573 40 5 69960 52973
2560 -7352.79 0.000501968 40 18 0.300766 40 11 1 0 0 0.564862 40 14 1 0 0 1 0 0 1.16744 40 16 69960 52987
2600 -7266.94 0.000160627 40 17 0.312557 40 7 1 0 0 0.559524 40 8 1 0 0 1 0 0 1.08524 40 10 69960 53033
2640 -7269.34 0.000443547 40 16 0.306902 40 5 1 0 0 0.588212 40 10 1 0 0 1 0 0 1.29345 40 8 69960 52632
2680 -7309.96 0.00038419 40 15 0.306626 40 9 1 0 0 0.633601 40 8 1 0 0 1 0 0 1.18982 40 8 69960 52940
2720 -7392.64 0.000176028 40 22 0.296147 40 9 1 0 0 0.626689 40 8 1 0 0 1 0 0 1.16248 40 3 69960 52893
2760 -7450.21 0.000417902 40 22 0.303843 40 12 1 0 0 0.59494 40 6 1 0 0 1 0 0 1.12204 40 8 69960 53074
2800 -7324.43 0.000580443 40 20 0.335178 40 9 1 0 0 0.569047 40 9 1 0 0 1 0 0 1.10436 40 6 69960 52805
2840 -7370.66 0.000311596 40 22 0.326204 40 7 1 0 0 0.620598 40 4 1 0 0 1 0 0 1.03545 40 9 69960 52848
2880 -7330.92 0.000342856 40 16 0.364136 40 12 1 0 0 0.507884 40 7 1 0 0 1 0 0 1.02239 40 10 69960 52804
2920 -7381.77 0.000682158 40 17 0.312127 40 11 1 0 0 0.61502 40 6 1 0 0 1 0 0 1.07103 40 11 69960 52941
2960 -7373.92 0.000378891 40 18 0.326509 40 8 1 0 0 0.518148 40 7 1 0 0 1 0 0 1.06979 40 15 69960 52928
3000 -7360.46 0.00054282 40 19 0.266135 40 11 1 0 0 0.610672 40 8 1 0 0 1 0 0 1.29661 40 12 69960 53448
3040 -7348.8 0.00047815 40 18 0.297996 40 7 1 0 0 0.648354 40 10 1 0 0 1 0 0 1.10987 40 10 69960 52986
3080 -7340.63 0.00076213 40 19 0.310096 40 10 1 0 0 0.546099 40 9 1 0 0 1 0 0 1.08682 40 9 69960 53156
3120 -7303.92 0.000689983 40 11 0.261103 40 12 1 0 0 0.620979 40 9 1 0 0 1 0 0 1.34201 40 11 69960 52759
3160 -7397.81 9.46501e-05 40 22 0.277981 40 6 1 0 0 0.684353 40 8 1 0 0 1 0 0 1.29776 40 12 69960 52750
