iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -8146.49 0.000486751 0 0 1.52374 0 0 1 0 0 0.384207 0 0 1 0 0 1 0 0 0.217066 0 0 0 0
40 -7191.43 0.000537221 40 24 0.294626 40 18 1 0 0 0.57998 40 10 1 0 0 1 0 0 1.22325 40 16 68840 52463
80 -7220.51 0.000338313 40 20 0.277337 40 8 1 0 0 0.614463 40 8 1 0 0 1 0 0 1.19923 40 11 68840 52396
120 -7168.07 0.00043355 40 15 0.262958 40 8 1 0 0 0.696273 40 6 1 0 0 1 0 0 1.26632 40 12 68840 52365
160 -7131.76 0.000648696 40 16 0.254092 40 10 1 0 0 0.670292 40 8 1 0 0 1 0 0 1.3244 40 3 68840 52959
200 -7216.61 0.000345214 40 25 0.300062 40 12 1 0 0 0.619741 40 14 1 0 0 1 0 0 1.20855 40 9 68840 52354
240 -7188.72 0.000380054 40 19 0.299441 40 9 1 0 0 0.556105 40 12 1 0 0 1 0 0 1.2108 40 10 68840 52854
280 -7239.98 0.000945633 40 11 0.237802 40 7 1 0 0 0.652849 40 10 1 0 0 1 0 0 1.39838 40 9 68840 52341
320 -7132.73 0.000739826 40 16 0.268978 40 7 1 0 0 0.554547 40 15 1 0 0 1 0 0 1.17286 40 14 68840 52652
360 -7190.12 0.000234317 40 14 0.33108 40 7 1 0 0 0.539436 40 7 1 0 0 1 0 0 1.09553 40 10 68840 52785
400 -7187.81 0.000645107 40 13 0.346463 40 11 1 0 0 0.653749 40 12 1 0 0 1 0 0 0.842031 40 15 68840 52938
440 -7211.31 0.000624049 40 16 0.282766 40 12 1 0 0 0.576906 40 10 1 0 0 1 0 0 1.08803 40 7 68840 52644
480 -7189.36 0.000621168 40 17 0.256935 40 7 1 0 0 0.599934 40 10 1 0 0 1 0 0 1.37436 40 9 68840 52767
520 -7185.27 0.000419496 40 14 0.238307 40 7 1 0 0 0.671469 40 12 1 0 0 1 0 0 1.44627 40 14 68840 52650
560 -7201.36 0.00032937 40 17 0.265163 40 8 1 0 0 0.644374 40 11 1 0 0 1 0 0 1.26474 40 6 68840 52165
600 -7124.2 0.000631449 40 13 0.260697 40 9 1 0 0 0.755975 40 10 1 0 0 1 0 0 1.10992 40 6 68840 53212
640 -7199.64 0.000310487 40 15 0.309171 40 7 1 0 0 0.511895 40 8 1 0 0 1 0 0 1.1398 40 13 68840 52946
680 -7184.07 0.000308234 40 19 0.298289 40 6 1 0 0 0.701947 40 11 1 0 0 1 0 0 1.03789 40 12 68840 52846
720 -7121.26 0.000183067 40 21 0.330792 40 8 1 0 0 0.587463 40 17 1 0 0 1 0 0 0.914277 40 8 68840 52611
760 -7083.39 0.000316356 40 15 0.306348 40 6 1 0 0 0.620596 40 11 1 0 0 1 0 0 1.06888 40 6 68840 52609
800 -7236.9 0.000633883 40 18 0.2991 40 9 1 0 0 0.532489 40 11 1 0 0 1 0 0 1.1888 40 10 68840 52763
840 -7157.86 0.000305259 40 15 0.306405 40 11 1 0 0 0.670129 40 15 1 0 0 1 0 0 0.969649 40 9 68840 52913
880 -7110.81 0.00030895 40 20 0.279007 40 15 1 0 0 0.641966 40 10 1 0 0 1 0 0 1.12668 40 4 68840 52651
920 -7101.73 0.000398204 40 20 0.25464 40 8 1 0 0 0.603847 40 3 1 0 0 1 0 0 1.3063 40 10 68840 52413
960 -7169.85 0.000805599 40 13 0.278958 40 9 1 0 0 0.561158 40 10 1 0 0 1 0 0 1.42514 40 12 68840 52617
1000 -7134.39 0.00129975 40 16 0.268142 40 6 1 0 0 0.630198 40 10 1 0 0 1 0 0 1.20721 40 7 68840 52614
1040 -7154.75 0.00089502 40 18 0.294368 40 8 1 0 0 0.577928 40 9 1 0 0 1 0 0 1.14269 40 9 68840 52783
1080 -7151.72 0.0001825 40 16 0.290009 40 8 1 0 0 0.615459 40 10 1 0 0 1 0 0 1.09081 40 7 68840 52730
1120 -7296.54 0.000322523 40 23 0.281284 40 8 1 0 0 0.530776 40 11 1 0 0 1 0 0 1.21026 40 10 68840 52528
1160 -7159.73 0.000187408 40 17 0.336845 40 11 1 0 0 0.563854 40 6 1 0 0 1 0 0 1.08585 40 7 68840 52587
1200 -7169.54 0.00024853 40 19 0.282371 40 12 1 0 0 0.608651 40 5 1 0 0 1 0 0 1.07215 40 11 68840 52321
1240 -7227.24 0.000279176 40 24 0.281064 40 12 1 0 0 0.561085 40 5 1 0 0 1 0 0 1.28655 40 10 68840 52256
1280 -7181.84 0.00016869 40 16 0.314721 40 9 1 0 0 0.563671 40 11 1 0 0 1 0 0 1.15141 40 9 68840 52869
1320 -7165.74 0.00010476 40 28 0.303766 40 9 1 0 0 0.50022 40 9 1 0 0 1 0 0 1.16609 40 8 68840 52362
1360 -7199.91 0.000731479 40 19 0.315586 40 11 1 0 0 0.554911 40 11 1 0 0 1 0 0 1.0504 40 6 68840 52584
1400 -7170.31 0.000224201 40 19 0.299222 40 10 1 0 0 0.630511 40 10 1 0 0 1 0 0 1.20101 40 8 68840 52542
1440 -7213.67 0.000404574 40 16 0.307046 40 8 1 0 0 0.61167 40 7 1 0 0 1 0 0 1.05687 40 8 68840 52441
1480 -7152.81 0.000610852 40 27 0.287434 40 12 1 0 0 0.56922 40 9 1 0 0 1 0 0 1.1395 40 10 68840 52397
1520 -7166.48 0.000502316 40 19 0.316747 40 8 1 0 0 0.594079 40 7 1 0 0 1 0 0 1.08592 40 8 68840 52648
1560 -7164.36 0.000429738 40 14 0.288446 40 13 1 0 0 0.630121 40 7 1 0 0 1 0 0 1.01876 40 13 68840 52184
1600 -7144.11 0.000135484 40 18 0.302744 40 5 1 0 0 0.624417 40 10 1 0 0 1 0 0 1.19858 40 10 68840 52565
1640 -7142.01 0.000346288 40 20 0.292997 40 8 1 0 0 0.598451 40 6 1 0 0 1 0 0 1.21574 40 12 68840 52572
1680 -7194.33 0.000299646 40 18 0.222065 40 9 1 0 0 0.69039 40 5 1 0 0 1 0 0 1.46309 40 16 68840 52385
1720 -7161.87 0.000201497 40 22 0.259517 40 13 1 0 0 0.618669 40 17 1 0 0 1 0 0 1.26222 40 8 68840 52699
1760 -7138.13 0.000328216 40 18 0.311878 40 10 1 0 0 0.579424 40 9 1 0 0 1 0 0 1.17097 40 6 68840 52977
1800 -7123.56 0.000896036 40 22 0.301962 40 4 1 0 0 0.599359 40 6 1 0 0 1 0 0 1.10672 40 9 68840 52504
1840 -7154.19 0.000798431 40 19 0.277465 40 14 1 0 0 0.617762 40 7 1 0 0 1 0 0 1.15075 40 13 68840 53123
1880 -7211.21 0.000238039 40 26 0.283292 40 7 1 0 0 0.590121 40 5 1 0 0 1 0 0 1.08969 40 12 68840 52628
1920 -7178.24 0.000785918 40 18 0.290717 40 9 1 0 0 0.651479 40 3 1 0 0 1 0 0 0.970031 40 9 68840 52624
1960 -7167.81 0.000662228 40 17 0.340859 40 14 1 0 0 0.586392 40 14 1 0 0 1 0 0 0.875863 40 7 68840 52481
2000 -7166.5 0.000963025 40 21 0.375065 40 8 1 0 0 0.558851 40 8 1 0 0 1 0 0 0.825462 40 13 68840 52952
2040 -7189.23 0.000524695 40 13 0.342754 40 9 1 0 0 0.487119 40 12 1 0 0 1 0 0 1.07844 40 13 68840 52796
2080 -7221.61 0.000396524 40 22 0.283698 40 14 1 0 0 0.607749 40 9 1 0 0 1 0 0 1.24468 40 4 68840 52489
2120 -7137.66 0.000298076 40 19 0.28611 40 10 1 0 0 0.59316 40 7 1 0 0 1 0 0 1.28488 40 12 68840 52459
2160 -7122.95 0.00018791 40 29 0.280331 40 4 1 0 0 0.624561 40 10 1 0 0 1 0 0 1.18798 40 10 68840 52151
2200 -7165.66 0.000466231 40 21 0.269112 40 10 1 0 0 0.598532 40 10 1 0 0 1 0 0 1.33632 40 13 68840 52293
2240 -7166.31 0.000320473 40 23 0.320765 40 9 1 0 0 0.549912 40 8 1 0 0 1 0 0 1.1104 40 9 68840 52090
2280 -7128.17 0.000166251 40 22 0.318803 40 13 1 0 0 0.570513 40 7 1 0 0 1 0 0 1.0335 40 8 68840 52189
2320 -7118.88 0.000337639 40 20 0.309933 40 10 1 0 0 0.598148 40 8 1 0 0 1 0 0 1.05479 40 10 68840 52371
2360 -7116.13 0.000365246 40 16 0.296489 40 8 1 0 0 0.536613 40 8 1 0 0 1 0 0 1.23198 40 8 68840 52734
