iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -72959.1 0.000845992 0 0 6.07621 0 0 1 0 0 10.1648 0 0 1 0 0 1 0 0 0.290762 0 0 0 0
40 -7397.92 0.00239162 40 17 0.507923 40 19 1 0 0 0.596506 40 16 1 0 0 1 0 0 0.287888 40 20 69080 43822
80 -7210.66 0.000112439 40 16 0.311108 40 8 1 0 0 0.576639 40 13 1 0 0 1 0 0 1.01263 40 15 69080 52922
120 -7205.93 0.000502172 40 20 0.310271 40 11 1 0 0 0.627582 40 10 1 0 0 1 0 0 1.06795 40 6 69080 52620
160 -7205.95 0.000388756 40 17 0.301177 40 8 1 0 0 0.685076 40 8 1 0 0 1 0 0 1.01641 40 6 69080 52765
200 -7197.1 0.000396565 40 18 0.24018 40 10 1 0 0 0.682531 40 10 1 0 0 1 0 0 1.19907 40 10 69080 52833
240 -7253.92 0.000274682 40 21 0.305424 40 17 1 0 0 0.578621 40 8 1 0 0 1 0 0 1.13267 40 7 69080 53050
280 -7224.43 0.000221725 40 15 0.327864 40 9 1 0 0 0.524432 40 9 1 0 0 1 0 0 1.00002 40 6 69080 53058
320 -7260.29 0.000340768 40 19 0.289758 40 12 1 0 0 0.587038 40 8 1 0 0 1 0 0 1.11274 40 11 69080 52775
360 -7244.76 0.000327887 40 27 0.345913 40 6 1 0 0 0.578801 40 11 1 0 0 1 0 0 0.92277 40 7 69080 52799
400 -7232.41 0.00061674 40 14 0.270655 40 7 1 0 0 0.617193 40 13 1 0 0 1 0 0 1.18645 40 9 69080 52800
440 -7237.55 0.000793256 40 14 0.271177 40 13 1 0 0 0.680587 40 8 1 0 0 1 0 0 1.14347 40 8 69080 52707
480 -7245.82 4.66184e-05 40 13 0.344231 40 8 1 0 0 0.546928 40 11 1 0 0 1 0 0 1.02795 40 9 69080 52804
520 -7274.21 0.000203914 40 18 0.290657 40 16 1 0 0 0.59937 40 8 1 0 0 1 0 0 1.21582 40 5 69080 52506
560 -7339.45 0.000175723 40 22 0.285612 40 8 1 0 0 0.616049 40 4 1 0 0 1 0 0 1.15168 40 8 69080 52845
600 -7299.6 0.000378873 40 15 0.27829 40 11 1 0 0 0.646457 40 8 1 0 0 1 0 0 1.19121 40 6 69080 52978
640 -7231.71 3.91436e-05 40 18 0.29929 40 10 1 0 0 0.55159 40 9 1 0 0 1 0 0 0.992777 40 9 69080 52596
