iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -12782.3 0.00261877 0 0 2.36647 0 0 1 0 0 2.54504 0 0 1 0 0 1 0 0 0.12233 0 0 0 0
40 -7416.14 0.00130921 40 14 0.4863 40 11 1 0 0 0.688722 40 18 1 0 0 1 0 0 0.320303 40 14 69720 52921
80 -7425.98 0.000397347 40 13 0.325524 40 10 1 0 0 0.668018 40 6 1 0 0 1 0 0 0.905276 40 14 69720 53370
120 -7269.04 0.000722268 40 20 0.287415 40 13 1 0 0 0.623794 40 11 1 0 0 1 0 0 1.20336 40 8 69720 53094
160 -7372.65 0.000799329 40 13 0.252112 40 8 1 0 0 0.779299 40 8 1 0 0 1 0 0 1.18341 40 8 69720 53553
200 -7269.71 0.000142923 40 21 0.273805 40 7 1 0 0 0.690054 40 9 1 0 0 1 0 0 1.2278 40 5 69720 53163
240 -7410.56 0.00116475 40 17 0.234406 40 8 1 0 0 0.696361 40 11 1 0 0 1 0 0 1.37365 40 8 69720 53223
280 -7296.58 0.000322505 40 17 0.247815 40 10 1 0 0 0.74539 40 13 1 0 0 1 0 0 1.28593 40 5 69720 53160
320 -7279.86 0.000102436 40 26 0.317258 40 9 1 0 0 0.650666 40 9 1 0 0 1 0 0 1.17919 40 9 69720 52799
360 -7326.28 0.000253731 40 18 0.269938 40 7 1 0 0 0.694639 40 5 1 0 0 1 0 0 1.20484 40 11 69720 52926
400 -7351.04 0.000952457 40 16 0.242414 40 12 1 0 0 0.766345 40 9 1 0 0 1 0 0 1.33685 40 8 69720 53348
440 -7305.22 0.000917668 40 12 0.285479 40 9 1 0 0 0.677286 40 8 1 0 0 1 0 0 1.05211 40 8 69720 53626
480 -7269.59 0.000247704 40 17 0.27451 40 8 1 0 0 0.649371 40 6 1 0 0 1 0 0 1.15811 40 3 69720 53412
520 -7367.43 0.000803119 40 13 0.284795 40 5 1 0 0 0.680213 40 10 1 0 0 1 0 0 1.15275 40 9 69720 53422
560 -7385.31 0.000603282 40 19 0.292498 40 12 1 0 0 0.683877 40 11 1 0 0 1 0 0 0.993089 40 10 69720 53364
600 -7324.27 0.000489782 40 12 0.281155 40 10 1 0 0 0.670704 40 10 1 0 0 1 0 0 1.07174 40 16 69720 53137
640 -7326.89 0.000863785 40 19 0.293688 40 11 1 0 0 0.678857 40 10 1 0 0 1 0 0 1.16706 40 10 69720 53182
680 -7387.65 0.000371656 40 20 0.3463 40 7 1 0 0 0.613299 40 9 1 0 0 1 0 0 0.902697 40 8 69720 52775
720 -7336.63 0.000121748 40 18 0.321735 40 11 1 0 0 0.557321 40 9 1 0 0 1 0 0 1.10039 40 17 69720 53121
760 -7366.48 0.000575987 40 21 0.250726 40 11 1 0 0 0.729187 40 7 1 0 0 1 0 0 1.22121 40 14 69720 53420
800 -7371.14 0.000117146 40 22 0.304935 40 8 1 0 0 0.718377 40 4 1 0 0 1 0 0 0.944061 40 7 69720 52897
840 -7355.16 0.000996764 40 22 0.281072 40 10 1 0 0 0.759537 40 4 1 0 0 1 0 0 1.07884 40 9 69720 53114
880 -7316.42 0.00102835 40 18 0.293223 40 6 1 0 0 0.630935 40 10 1 0 0 1 0 0 1.11279 40 11 69720 53276
920 -7293.54 0.000902267 40 13 0.312037 40 11 1 0 0 0.599939 40 9 1 0 0 1 0 0 1.07389 40 9 69720 53400
960 -7285.07 0.000275008 40 14 0.308 40 8 1 0 0 0.658005 40 11 1 0 0 1 0 0 1.04499 40 9 69720 53079
1000 -7359.45 0.000686141 40 19 0.2936 40 8 1 0 0 0.694091 40 11 1 0 0 1 0 0 1.07279 40 10 69720 53325
1040 -7350.17 0.000894397 40 11 0.256385 40 6 1 0 0 0.694313 40 8 1 0 0 1 0 0 1.18364 40 9 69720 53434
1080 -7301.73 0.00117729 40 16 0.301351 40 11 1 0 0 0.64818 40 11 1 0 0 1 0 0 1.05544 40 7 69720 53483
1120 -7257.11 0.000332432 40 8 0.320762 40 9 1 0 0 0.658562 40 14 1 0 0 1 0 0 0.899987 40 9 69720 53416
1160 -7322.63 0.000262253 40 19 0.328603 40 12 1 0 0 0.638925 40 5 1 0 0 1 0 0 1.08426 40 15 69720 52981
1200 -7273.17 0.000699418 40 20 0.267476 40 7 1 0 0 0.647219 40 6 1 0 0 1 0 0 1.31683 40 13 69720 53032
1240 -7364.31 0.000231059 40 18 0.288369 40 9 1 0 0 0.635102 40 6 1 0 0 1 0 0 1.09944 40 11 69720 52945
1280 -7327.63 0.000876993 40 20 0.299766 40 6 1 0 0 0.664232 40 8 1 0 0 1 0 0 1.02421 40 12 69720 53254
