iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -132894 0.00281127 0 0 5.24315 0 0 1 0 0 6.7769 0 0 1 0 0 1 0 0 2.82689 0 0 0 0
40 -7331.92 6.40126e-05 40 28 0.374269 40 20 1 0 0 0.617466 40 17 1 0 0 1 0 0 1.03808 40 13 70760 40428
80 -7296.14 0.000124598 40 32 0.253744 40 10 1 0 0 0.737998 40 5 1 0 0 1 0 0 1.32521 40 10 70760 52948
120 -7379.38 2.41709e-05 40 23 0.30798 40 11 1 0 0 0.669511 40 10 1 0 0 1 0 0 1.14461 40 10 70760 53251
160 -7500.98 0.000209183 40 29 0.307411 40 11 1 0 0 0.712196 40 8 1 0 0 1 0 0 1.13591 40 8 70760 52996
200 -7435.15 0.000159121 40 19 0.304233 40 8 1 0 0 0.749301 40 9 1 0 0 1 0 0 1.10587 40 8 70760 53152
240 -7357.45 0.000189791 40 23 0.312199 40 10 1 0 0 0.698615 40 8 1 0 0 1 0 0 1.16975 40 11 70760 53095
280 -7488.69 0.000113628 40 28 0.278964 40 9 1 0 0 0.67468 40 8 1 0 0 1 0 0 1.30946 40 8 70760 52999
320 -7439.38 0.000144093 40 28 0.286595 40 6 1 0 0 0.781611 40 9 1 0 0 1 0 0 1.11547 40 15 70760 53045
360 -7417.44 1.4139e-05 40 27 0.268542 40 8 1 0 0 0.778493 40 5 1 0 0 1 0 0 1.26242 40 7 70760 52940
400 -7436.8 0.000142642 40 27 0.268136 40 6 1 0 0 0.774389 40 7 1 0 0 1 0 0 1.24116 40 10 70760 53137
440 -7330.7 6.33695e-06 40 26 0.297582 40 12 1 0 0 0.868498 40 4 1 0 0 1 0 0 1.10413 40 13 70760 53270
480 -7416.63 0.000115035 40 28 0.262377 40 8 1 0 0 0.810497 40 9 1 0 0 1 0 0 1.24379 40 11 70760 53036
520 -7403.16 3.10883e-05 40 28 0.248905 40 10 1 0 0 0.789809 40 13 1 0 0 1 0 0 1.41955 40 10 70760 52876
560 -7461.19 0.000206529 40 26 0.26567 40 5 1 0 0 0.795622 40 7 1 0 0 1 0 0 1.08672 40 8 70760 53068
600 -7391.59 3.66346e-05 40 32 0.2465 40 9 1 0 0 0.809001 40 11 1 0 0 1 0 0 1.42914 40 10 70760 53077
640 -7417.89 0.00016904 40 29 0.256892 40 11 1 0 0 0.762525 40 9 1 0 0 1 0 0 1.32504 40 10 70760 53012
680 -7345.3 2.28803e-06 40 29 0.298165 40 5 1 0 0 0.74164 40 9 1 0 0 1 0 0 1.15979 40 5 70760 53041
720 -7341.43 2.77662e-05 40 29 0.306259 40 7 1 0 0 0.748017 40 9 1 0 0 1 0 0 1.14195 40 8 70760 52795
760 -7423.7 0.00032 40 33 0.277103 40 7 1 0 0 0.698367 40 11 1 0 0 1 0 0 1.26956 40 9 70760 53282
800 -7381.16 5.59681e-05 40 20 0.278927 40 11 1 0 0 0.760256 40 9 1 0 0 1 0 0 1.22135 40 10 70760 53396
840 -7434.68 3.67291e-05 40 27 0.294467 40 12 1 0 0 0.655099 40 9 1 0 0 1 0 0 1.1451 40 8 70760 52916
880 -7381.54 6.00254e-05 40 26 0.276108 40 7 1 0 0 0.710888 40 7 1 0 0 1 0 0 1.47894 40 8 70760 52971
920 -7387.51 0.00016964 40 24 0.252117 40 4 1 0 0 0.748646 40 12 1 0 0 1 0 0 1.39555 40 9 70760 52689
960 -7360.79 0.000263481 40 21 0.263435 40 8 1 0 0 0.756448 40 4 1 0 0 1 0 0 1.44376 40 14 70760 52943
1000 -7413.33 0.000702944 40 28 0.273539 40 10 1 0 0 0.753517 40 14 1 0 0 1 0 0 1.18074 40 8 70760 53110
1040 -7420.19 6.57917e-05 40 33 0.259763 40 11 1 0 0 0.750861 40 5 1 0 0 1 0 0 1.35224 40 12 70760 53101
1080 -7324.07 0.000218969 40 24 0.257955 40 10 1 0 0 0.746916 40 8 1 0 0 1 0 0 1.2332 40 9 70760 53121
1120 -7356.67 4.56738e-05 40 18 0.243293 40 9 1 0 0 0.774014 40 11 1 0 0 1 0 0 1.37514 40 8 70760 53187
1160 -7397.57 4.04209e-05 40 29 0.27492 40 12 1 0 0 0.810937 40 5 1 0 0 1 0 0 1.10813 40 8 70760 52937
1200 -7462.29 1.28216e-05 40 25 0.233624 40 13 1 0 0 0.840584 40 5 1 0 0 1 0 0 1.41647 40 11 70760 53427
1240 -7472.68 4.82859e-05 40 29 0.30159 40 8 1 0 0 0.735317 40 5 1 0 0 1 0 0 1.10509 40 7 70760 52977
1280 -7348.75 8.41343e-05 40 25 0.291238 40 5 1 0 0 0.753535 40 8 1 0 0 1 0 0 1.217 40 11 70760 53075
1320 -7350.7 0.000188369 40 27 0.303585 40 8 1 0 0 0.787062 40 9 1 0 0 1 0 0 1.03187 40 12 70760 52971
1360 -7328.14 4.31093e-05 40 34 0.26627 40 9 1 0 0 0.754688 40 7 1 0 0 1 0 0 1.39794 40 12 70760 52965
1400 -7412.21 0.000227074 40 32 0.247955 40 11 1 0 0 0.814458 40 12 1 0 0 1 0 0 1.33699 40 14 70760 53137
1440 -7387.59 0.000170843 40 29 0.304298 40 10 1 0 0 0.667699 40 7 1 0 0 1 0 0 1.26727 40 4 70760 52927
