iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -46324.3 0.00013406 0 0 8.10727 0 0 1 0 0 2.66406 0 0 1 0 0 1 0 0 0.81563 0 0 0 0
40 -7266.49 0.00016376 40 20 1.13948 40 16 1 0 0 0.374373 40 20 1 0 0 1 0 0 0.289297 40 21 68760 44592
80 -7156.49 0.000298547 40 20 0.288146 40 15 1 0 0 0.5704 40 10 1 0 0 1 0 0 1.13931 40 15 68760 52890
120 -7224.37 0.000109994 40 20 0.296779 40 9 1 0 0 0.642745 40 10 1 0 0 1 0 0 1.04223 40 7 68760 52881
160 -7140.02 0.000652793 40 22 0.278278 40 10 1 0 0 0.661476 40 9 1 0 0 1 0 0 1.18408 40 9 68760 52674
200 -7168.63 0.000124823 40 20 0.31384 40 12 1 0 0 0.637946 40 9 1 0 0 1 0 0 1.00057 40 7 68760 52439
240 -7183.69 0.000544982 40 26 0.336995 40 8 1 0 0 0.546312 40 7 1 0 0 1 0 0 1.00314 40 11 68760 52436
280 -7250.41 0.000449684 40 30 0.361121 40 8 1 0 0 0.563011 40 11 1 0 0 1 0 0 0.925804 40 10 68760 52750
320 -7198.88 0.000182652 40 29 0.277114 40 5 1 0 0 0.689631 40 9 1 0 0 1 0 0 1.17504 40 10 68760 52629
360 -7116.56 1.99499e-05 40 27 0.290059 40 8 1 0 0 0.580252 40 16 1 0 0 1 0 0 1.10148 40 7 68760 52509
400 -7206.2 0.000411262 40 22 0.319742 40 4 1 0 0 0.570452 40 6 1 0 0 1 0 0 1.00932 40 11 68760 52412
440 -7181.44 0.000556071 40 22 0.273282 40 8 1 0 0 0.647291 40 12 1 0 0 1 0 0 1.03328 40 10 68760 52705
480 -7199.69 0.000136115 40 15 0.336173 40 8 1 0 0 0.526759 40 9 1 0 0 1 0 0 1.0039 40 13 68760 52653
520 -7201.21 1.41262e-05 40 28 0.337852 40 14 1 0 0 0.592392 40 6 1 0 0 1 0 0 1.0433 40 9 68760 52366
560 -7097.58 4.70103e-05 40 26 0.283387 40 11 1 0 0 0.647549 40 11 1 0 0 1 0 0 1.19417 40 8 68760 52360
600 -7139.21 0.000102629 40 28 0.308049 40 13 1 0 0 0.608727 40 8 1 0 0 1 0 0 0.993174 40 15 68760 52506
640 -7205.57 0.000376893 40 25 0.336465 40 7 1 0 0 0.592212 40 5 1 0 0 1 0 0 0.919275 40 6 68760 52537
680 -7132.4 0.000200444 40 26 0.264668 40 10 1 0 0 0.601622 40 12 1 0 0 1 0 0 1.25512 40 10 68760 52482
720 -7151.48 0.000274999 40 21 0.301856 40 6 1 0 0 0.615865 40 11 1 0 0 1 0 0 1.13145 40 8 68760 52649
760 -7169.59 0.000429123 40 20 0.335841 40 5 1 0 0 0.535737 40 7 1 0 0 1 0 0 1.12086 40 8 68760 52873
800 -7118.51 0.000250339 40 17 0.314762 40 11 1 0 0 0.582524 40 8 1 0 0 1 0 0 1.07634 40 7 68760 52690
840 -7139.61 0.000355372 40 21 0.312529 40 12 1 0 0 0.605035 40 2 1 0 0 1 0 0 1.05526 40 9 68760 52712
