iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -46932.1 0.000715462 0 0 6.88629 0 0 1 0 0 1.89901 0 0 1 0 0 1 0 0 1.52708 0 0 0 0
40 -7427.28 0.000779345 40 22 0.914531 40 17 1 0 0 0.378756 40 20 1 0 0 1 0 0 0.389941 40 16 69880 41520
80 -7196.68 0.000212422 40 19 0.379868 40 6 1 0 0 0.573629 40 11 1 0 0 1 0 0 0.837469 40 11 69880 52950
120 -7286.88 0.00015048 40 20 0.318237 40 7 1 0 0 0.592501 40 7 1 0 0 1 0 0 1.07711 40 8 69880 52937
160 -7316.96 0.000314131 40 26 0.354301 40 5 1 0 0 0.520969 40 10 1 0 0 1 0 0 1.05721 40 8 69880 52840
200 -7292.54 0.000709311 40 21 0.326492 40 3 1 0 0 0.63954 40 10 1 0 0 1 0 0 0.865889 40 14 69880 52772
240 -7337.89 0.00020554 40 21 0.347814 40 10 1 0 0 0.582503 40 9 1 0 0 1 0 0 0.945396 40 11 69880 53301
280 -7335.23 0.00066866 40 23 0.344582 40 8 1 0 0 0.55572 40 4 1 0 0 1 0 0 0.949479 40 7 69880 53080
320 -7306.64 0.000411835 40 26 0.383651 40 10 1 0 0 0.52066 40 9 1 0 0 1 0 0 0.896106 40 7 69880 52894
360 -7313.04 0.000236946 40 18 0.340069 40 12 1 0 0 0.519149 40 12 1 0 0 1 0 0 1.02985 40 6 69880 53095
400 -7296.11 0.000406336 40 15 0.341032 40 5 1 0 0 0.612523 40 8 1 0 0 1 0 0 0.90324 40 9 69880 52736
440 -7259.3 5.41779e-05 40 15 0.376776 40 12 1 0 0 0.489916 40 5 1 0 0 1 0 0 0.960139 40 6 69880 52854
480 -7306.31 0.00040658 40 11 0.353599 40 6 1 0 0 0.555718 40 11 1 0 0 1 0 0 0.930395 40 7 69880 53129
520 -7283.21 0.000602503 40 16 0.379983 40 8 1 0 0 0.486183 40 7 1 0 0 1 0 0 0.906039 40 11 69880 53319
560 -7328.69 0.000572349 40 14 0.363765 40 5 1 0 0 0.561588 40 8 1 0 0 1 0 0 0.883804 40 11 69880 52963
