iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -10317.3 0.00046094 0 0 1.02772 0 0 1 0 0 0.556786 0 0 1 0 0 1 0 0 2.46114 0 0 0 0
40 -7182.24 0.000551234 40 19 0.382335 40 13 1 0 0 0.510094 40 17 1 0 0 1 0 0 0.861726 40 13 68840 51572
80 -7188.26 0.0001373 40 19 0.350302 40 10 1 0 0 0.55217 40 7 1 0 0 1 0 0 0.965456 40 7 68840 52481
120 -7162.26 0.000477406 40 19 0.369887 40 5 1 0 0 0.454544 40 10 1 0 0 1 0 0 0.969695 40 14 68840 52255
160 -7149.98 0.000247228 40 16 0.297714 40 14 1 0 0 0.499892 40 12 1 0 0 1 0 0 1.19172 40 9 68840 52150
200 -7140.62 0.000250342 40 18 0.389464 40 8 1 0 0 0.446668 40 4 1 0 0 1 0 0 0.977931 40 9 68840 52324
240 -7141.78 0.000154896 40 23 0.397573 40 9 1 0 0 0.523185 40 13 1 0 0 1 0 0 0.758506 40 12 68840 52144
280 -7119.96 0.00067746 40 18 0.337766 40 8 1 0 0 0.482522 40 15 1 0 0 1 0 0 1.0035 40 10 68840 52655
320 -7135.37 0.000966393 40 11 0.345533 40 7 1 0 0 0.506038 40 10 1 0 0 1 0 0 0.904799 40 13 68840 52777
360 -7172.41 0.000700586 40 10 0.380965 40 15 1 0 0 0.451499 40 10 1 0 0 1 0 0 1.04641 40 14 68840 52626
400 -7201.64 0.00036645 40 17 0.331593 40 12 1 0 0 0.532775 40 14 1 0 0 1 0 0 0.896922 40 11 68840 52676
440 -7083.85 0.00101442 40 18 0.326222 40 10 1 0 0 0.459308 40 5 1 0 0 1 0 0 1.08332 40 12 68840 52653
480 -7181.19 0.000353695 40 16 0.34783 40 5 1 0 0 0.522148 40 7 1 0 0 1 0 0 0.950382 40 7 68840 52043
520 -7140.39 0.000182073 40 12 0.34669 40 9 1 0 0 0.598162 40 9 1 0 0 1 0 0 0.936759 40 11 68840 52675
560 -7148.1 0.000752074 40 19 0.363866 40 7 1 0 0 0.474026 40 7 1 0 0 1 0 0 0.966526 40 8 68840 52246
600 -7129.86 0.00073655 40 21 0.319702 40 13 1 0 0 0.541239 40 9 1 0 0 1 0 0 1.07137 40 10 68840 52509
