iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -9418.2 0.00354357 0 0 2.50429 0 0 1 0 0 0.298425 0 0 1 0 0 1 0 0 0.550588 0 0 0 0
40 -7372.83 0.000112067 40 20 0.447267 40 18 1 0 0 0.466042 40 14 1 0 0 1 0 0 0.80338 40 15 70280 52363
80 -7402.42 0.000178087 40 27 0.365854 40 12 1 0 0 0.47106 40 10 1 0 0 1 0 0 1.00702 40 6 70280 52650
120 -7363.36 0.000107816 40 20 0.367633 40 4 1 0 0 0.520436 40 8 1 0 0 1 0 0 0.986549 40 4 70280 52677
160 -7303.9 0.000318167 40 17 0.347252 40 10 1 0 0 0.555431 40 8 1 0 0 1 0 0 1.03186 40 11 70280 52891
200 -7320.04 7.24089e-05 40 20 0.388941 40 5 1 0 0 0.521323 40 9 1 0 0 1 0 0 0.907842 40 5 70280 53121
240 -7326.45 0.000477316 40 22 0.341849 40 9 1 0 0 0.555308 40 11 1 0 0 1 0 0 0.924177 40 6 70280 53154
280 -7336.92 0.000121564 40 21 0.368463 40 7 1 0 0 0.626403 40 6 1 0 0 1 0 0 0.838877 40 10 70280 52949
320 -7311.99 6.96423e-06 40 23 0.400648 40 9 1 0 0 0.518029 40 10 1 0 0 1 0 0 0.807327 40 6 70280 53240
360 -7350.31 0.000108454 40 29 0.379702 40 3 1 0 0 0.538686 40 6 1 0 0 1 0 0 0.870467 40 7 70280 52851
400 -7363.06 0.000103149 40 23 0.370615 40 5 1 0 0 0.551718 40 7 1 0 0 1 0 0 0.914208 40 9 70280 52553
440 -7320.36 0.000236129 40 20 0.351832 40 8 1 0 0 0.588435 40 8 1 0 0 1 0 0 0.859392 40 8 70280 52976
480 -7407.16 7.05081e-05 40 21 0.389767 40 6 1 0 0 0.513252 40 5 1 0 0 1 0 0 0.872362 40 11 70280 53073
520 -7374.76 0.000290973 40 23 0.302324 40 6 1 0 0 0.678181 40 7 1 0 0 1 0 0 1.02863 40 10 70280 53011
560 -7346.01 0.000248376 40 24 0.311915 40 11 1 0 0 0.570299 40 6 1 0 0 1 0 0 1.03269 40 9 70280 52835
600 -7375.53 0.000275811 40 25 0.363248 40 10 1 0 0 0.504324 40 15 1 0 0 1 0 0 0.932898 40 8 70280 52865
