iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -29911.4 0.00104984 0 0 7.29376 0 0 1 0 0 2.92341 0 0 1 0 0 1 0 0 0.268324 0 0 0 0
40 -7075 3.62733e-05 40 24 0.583836 40 18 1 0 0 0.380112 40 18 1 0 0 1 0 0 0.629545 40 18 68480 46956
80 -7055.39 1.21471e-05 40 30 0.346658 40 10 1 0 0 0.584013 40 10 1 0 0 1 0 0 0.871719 40 13 68480 51691
120 -7119.87 0.000245313 40 18 0.370513 40 13 1 0 0 0.567694 40 5 1 0 0 1 0 0 0.80008 40 13 68480 51916
160 -7104.74 0.000386947 40 22 0.340794 40 12 1 0 0 0.585021 40 14 1 0 0 1 0 0 0.83172 40 13 68480 51967
200 -7058.42 0.000293329 40 25 0.333712 40 5 1 0 0 0.674532 40 7 1 0 0 1 0 0 0.855429 40 9 68480 51969
240 -7127.05 2.89053e-05 40 18 0.340013 40 3 1 0 0 0.597702 40 11 1 0 0 1 0 0 0.907826 40 7 68480 51700
280 -7068.5 0.000181809 40 22 0.395726 40 11 1 0 0 0.537023 40 9 1 0 0 1 0 0 0.807809 40 9 68480 51830
320 -7088.77 0.000219992 40 28 0.341295 40 11 1 0 0 0.499975 40 6 1 0 0 1 0 0 1.11346 40 13 68480 51866
360 -7081.16 6.48302e-05 40 27 0.35199 40 8 1 0 0 0.621263 40 14 1 0 0 1 0 0 0.776101 40 10 68480 51681
400 -7021.12 8.52192e-05 40 27 0.390543 40 9 1 0 0 0.520928 40 6 1 0 0 1 0 0 0.868159 40 9 68480 51641
440 -7101.93 2.43455e-05 40 25 0.353078 40 11 1 0 0 0.552876 40 6 1 0 0 1 0 0 1.01121 40 13 68480 51506
480 -7077.09 5.24468e-05 40 27 0.302809 40 16 1 0 0 0.564863 40 9 1 0 0 1 0 0 1.02847 40 9 68480 51675
520 -7092.26 0.000253196 40 23 0.322282 40 10 1 0 0 0.612117 40 6 1 0 0 1 0 0 0.976009 40 7 68480 51765
