iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -17177.3 0.00102557 0 0 3.92176 0 0 1 0 0 0.309498 0 0 1 0 0 1 0 0 2.09798 0 0 0 0
40 -6592.55 0.00203589 40 14 0.316732 40 18 1 0 0 0.521732 40 19 1 0 0 1 0 0 0.917544 40 11 135120 108079
80 -6575.72 0.00192543 40 5 0.32214 40 15 1 0 0 0.534352 40 9 1 0 0 1 0 0 0.841724 40 11 135120 109890
120 -6558.11 0.00208427 40 12 0.30953 40 7 1 0 0 0.637504 40 7 1 0 0 1 0 0 0.773356 40 7 135120 109679
160 -6540.91 0.00180244 40 5 0.306346 40 12 1 0 0 0.639212 40 12 1 0 0 1 0 0 0.843158 40 15 135120 109889
200 -6567.91 0.00184687 40 10 0.341633 40 16 1 0 0 0.545382 40 11 1 0 0 1 0 0 0.806 40 13 135120 109686
240 -6570.11 0.00213958 40 7 0.301592 40 10 1 0 0 0.534372 40 8 1 0 0 1 0 0 0.925854 40 14 135120 110030
280 -6575.92 0.00257382 40 7 0.377615 40 14 1 0 0 0.539313 40 8 1 0 0 1 0 0 0.667807 40 14 135120 110188
320 -6582.91 0.00247141 40 8 0.355054 40 12 1 0 0 0.591746 40 10 1 0 0 1 0 0 0.678365 40 12 135120 109908
360 -6612.26 0.00193827 40 6 0.331094 40 10 1 0 0 0.575123 40 5 1 0 0 1 0 0 0.956495 40 13 135120 109944
400 -6569.89 0.00183381 40 6 0.35735 40 9 1 0 0 0.567052 40 11 1 0 0 1 0 0 0.688131 40 6 135120 109625
440 -6555.05 0.00232857 40 4 0.3292 40 9 1 0 0 0.635631 40 12 1 0 0 1 0 0 0.796894 40 12 135120 109783
480 -6591.02 0.00285494 40 6 0.253057 40 6 1 0 0 0.642368 40 7 1 0 0 1 0 0 0.96626 40 8 135120 109991
520 -6584.73 0.00229982 40 6 0.35285 40 14 1 0 0 0.502839 40 12 1 0 0 1 0 0 0.823283 40 11 135120 110087
