iteration logLik alpha alpha_p alpha_a beta beta_p beta_a delta delta_p delta_a rSC rSC_p rSC_a rInfAA rInfAA_p rInfAA_a rInfAC rInfAC_p rInfAC_a rInfSC rInfSC_p rInfSC_a data_p data_a
0 -32955.4 0.000830286 0 0 5.43819 0 0 1 0 0 1.17894 0 0 1 0 0 1 0 0 2.11645 0 0 0 0
40 -7030.71 2.5752e-05 40 24 0.271552 40 20 1 0 0 1.19177 40 19 1 0 0 1 0 0 0.905956 40 18 68080 44282
80 -6874.49 0.000345169 40 26 0.123132 40 13 1 0 0 2.1157 40 7 1 0 0 1 0 0 1.54983 40 13 68080 50713
120 -6890.88 5.01863e-05 40 25 0.0951494 40 11 1 0 0 3.17805 40 10 1 0 0 1 0 0 1.61506 40 6 68080 50716
160 -6920.46 9.93904e-05 40 27 0.0821526 40 9 1 0 0 3.39581 40 15 1 0 0 1 0 0 1.64907 40 10 68080 50330
200 -6991.39 0.000258782 40 30 0.0858009 40 8 1 0 0 2.56456 40 16 1 0 0 1 0 0 1.99041 40 8 68080 50709
240 -6877.06 1.41311e-05 40 30 0.105714 40 14 1 0 0 2.66106 40 15 1 0 0 1 0 0 1.59913 40 15 68080 50847
280 -6944.51 0.000192591 40 20 0.0972813 40 14 1 0 0 2.52002 40 13 1 0 0 1 0 0 1.89011 40 7 68080 50992
320 -6886.16 0.000125975 40 31 0.0777111 40 9 1 0 0 3.11767 40 11 1 0 0 1 0 0 2.14654 40 15 68080 50843
360 -6930.32 6.14274e-05 40 23 0.079495 40 8 1 0 0 3.32507 40 10 1 0 0 1 0 0 1.72571 40 11 68080 50811
400 -6944.39 0.000230457 40 25 0.091676 40 8 1 0 0 3.03503 40 10 1 0 0 1 0 0 1.71682 40 8 68080 50585
440 -6871.44 0.000155005 40 28 0.0984952 40 11 1 0 0 2.60979 40 6 1 0 0 1 0 0 1.82661 40 10 68080 50598
480 -6847.81 0.000153437 40 20 0.0791944 40 6 1 0 0 2.74564 40 7 1 0 0 1 0 0 2.22934 40 9 68080 50832
520 -6833.02 0.000155127 40 22 0.0768568 40 8 1 0 0 2.91791 40 12 1 0 0 1 0 0 2.25611 40 4 68080 50784
560 -6894.79 0.000185793 40 21 0.0910354 40 11 1 0 0 2.89343 40 9 1 0 0 1 0 0 1.66534 40 9 68080 51092
600 -6857.8 0.000493918 40 25 0.0764514 40 10 1 0 0 3.02672 40 10 1 0 0 1 0 0 2.05677 40 14 68080 50734
640 -6885.62 0.000116637 40 26 0.0768208 40 13 1 0 0 3.03717 40 14 1 0 0 1 0 0 2.26414 40 14 68080 50618
680 -6842.12 0.000232686 40 29 0.0855107 40 11 1 0 0 3.01661 40 11 1 0 0 1 0 0 1.93434 40 7 68080 50998
720 -6799.73 1.77443e-06 40 25 0.0834277 40 9 1 0 0 2.97437 40 11 1 0 0 1 0 0 1.95418 40 8 68080 50843
760 -6882.51 0.000335279 40 21 0.0830452 40 10 1 0 0 3.09537 40 15 1 0 0 1 0 0 1.89475 40 7 68080 50815
800 -6882.53 5.27625e-05 40 24 0.087534 40 8 1 0 0 3.11809 40 11 1 0 0 1 0 0 1.7093 40 11 68080 50765
840 -6921.24 0.000323851 40 23 0.0888398 40 10 1 0 0 3.08989 40 10 1 0 0 1 0 0 1.79466 40 8 68080 50574
880 -6909.65 0.000296927 40 21 0.061138 40 8 1 0 0 3.09311 40 8 1 0 0 1 0 0 2.60123 40 7 68080 50932
920 -6880.98 4.06326e-05 40 15 0.093976 40 11 1 0 0 2.87563 40 5 1 0 0 1 0 0 1.75268 40 13 68080 50913
960 -6908.81 7.44459e-05 40 27 0.093363 40 13 1 0 0 2.9957 40 9 1 0 0 1 0 0 1.60001 40 6 68080 50610
1000 -6907.34 0.000111354 40 28 0.107741 40 9 1 0 0 2.65933 40 13 1 0 0 1 0 0 1.69025 40 9 68080 50708
1040 -6928.54 0.000188036 40 23 0.0843499 40 8 1 0 0 3.13993 40 7 1 0 0 1 0 0 1.84629 40 9 68080 50745
1080 -6903.31 0.000196553 40 23 0.0741282 40 9 1 0 0 3.54056 40 8 1 0 0 1 0 0 1.8021 40 10 68080 50587
1120 -6942.35 0.000233643 40 22 0.0634211 40 10 1 0 0 3.44474 40 16 1 0 0 1 0 0 2.29924 40 9 68080 50770
1160 -6845.95 1.4974e-05 40 23 0.0738351 40 12 1 0 0 3.42384 40 8 1 0 0 1 0 0 2.0022 40 10 68080 50963
